Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1145108,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,14485,Web,12/05/2014,12/10/2014,"Leading Edge Recovery Solutions, LLC",Closed with explanation,Yes,Yes
1145065,Student loan,Non-federal student loan,Can't repay my loan,,ND,58072,Web,12/05/2014,12/05/2014,AES/PHEAA,Closed with explanation,Yes,No
1143991,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33426,Web,12/05/2014,12/05/2014,Navient,Closed with explanation,Yes,Yes
1144990,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20874,Web,12/05/2014,12/11/2014,"National Education Servicing, LLC",Closed with explanation,Yes,No
1145954,Student loan,Non-federal student loan,Getting a loan,,CA,91104,Web,12/05/2014,12/10/2014,"Social Finance, Inc.",Closed with explanation,Yes,No
1144778,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,62901,Web,12/05/2014,12/10/2014,ACS Education Services,Closed with explanation,Yes,No
1144421,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44221,Web,12/05/2014,12/05/2014,Sallie Mae,Closed with explanation,Yes,No
1144141,Student loan,Non-federal student loan,Can't repay my loan,,,34109,Web,12/05/2014,12/05/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,Yes
1145938,Student loan,Non-federal student loan,Can't repay my loan,,CO,80504,Web,12/05/2014,12/06/2014,AES/PHEAA,Closed with explanation,Yes,Yes
1143405,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,15946,Web,12/04/2014,12/04/2014,Sallie Mae,Closed with explanation,Yes,No
1144347,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,94609,Web,12/04/2014,12/05/2014,Citibank,Closed with explanation,Yes,No
1144292,Student loan,Non-federal student loan,Can't repay my loan,,TN,37916,Web,12/04/2014,12/05/2014,Navient,Closed with explanation,Yes,Yes
1143479,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,12037,Referral,12/04/2014,12/05/2014,Navient,Closed with explanation,Yes,No
1143429,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DC,20019,Web,12/04/2014,12/09/2014,HSBC,Closed with explanation,Yes,No
1143403,Student loan,Non-federal student loan,Can't repay my loan,,CA,92129,Web,12/04/2014,12/04/2014,Navient,Closed with explanation,Yes,Yes
1142816,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30311,Referral,12/04/2014,12/09/2014,American Student Assistance,Closed,Yes,No
1142769,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,34983,Web,12/04/2014,12/04/2014,Navient,Closed with explanation,Yes,No
1142759,Student loan,Non-federal student loan,Can't repay my loan,,CO,80501,Referral,12/04/2014,12/09/2014,Navient,Closed with explanation,Yes,Yes
1142624,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44240,Referral,12/04/2014,12/08/2014,Navient,Closed with explanation,Yes,Yes
1142605,Student loan,Non-federal student loan,Can't repay my loan,,NV,89447,Referral,12/04/2014,12/09/2014,Wells Fargo,Closed with explanation,Yes,No
1142514,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20695,Web,12/04/2014,12/05/2014,Sallie Mae,Closed with explanation,Yes,No
1142500,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MN,55024,Web,12/04/2014,12/04/2014,Wells Fargo,Closed with explanation,Yes,No
1142127,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30066,Web,12/04/2014,12/04/2014,Wells Fargo,Closed with explanation,Yes,No
1142413,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,45202,Web,12/03/2014,12/08/2014,"Williams & Fudge, Inc",Closed with explanation,Yes,No
1142412,Student loan,Non-federal student loan,Can't repay my loan,,NY,10453,Web,12/03/2014,12/04/2014,Navient,Closed with explanation,Yes,No
1142394,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33185,Web,12/03/2014,12/04/2014,ACS Education Services,Closed with explanation,Yes,Yes
1142444,Student loan,Non-federal student loan,Can't repay my loan,,CA,91932,Web,12/03/2014,12/04/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,No
1142424,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,16137,Web,12/03/2014,12/04/2014,Sallie Mae,Closed with explanation,Yes,No
1142451,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,07016,Web,12/03/2014,12/04/2014,KeyBank NA,Closed with explanation,Yes,No
1142060,Student loan,Non-federal student loan,Can't repay my loan,,CA,91941,Web,12/03/2014,12/04/2014,Navient,Closed with explanation,Yes,Yes
1141453,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NM,88352,Web,12/03/2014,12/09/2014,Wells Fargo,Closed with explanation,Yes,Yes
1140341,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90048,Web,12/03/2014,12/03/2014,Navient,Closed with explanation,Yes,No
1141371,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,21237,Web,12/03/2014,12/08/2014,Navient,Closed with explanation,Yes,No
1141174,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,08731,Web,12/03/2014,12/03/2014,Navient,Closed with explanation,Yes,No
1140249,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49331,Web,12/03/2014,12/03/2014,Navient,Closed with explanation,Yes,No
1140221,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33703,Web,12/03/2014,12/08/2014,Access Group,Closed with explanation,Yes,Yes
1141010,Student loan,Non-federal student loan,Can't repay my loan,,TN,38104,Web,12/03/2014,12/03/2014,Navient,Closed with monetary relief,Yes,No
1140938,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,34116,Web,12/03/2014,12/08/2014,"National Enterprise Systems, Inc.",Closed with explanation,Yes,No
1140592,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60647,Web,12/03/2014,12/03/2014,Sallie Mae,Closed with explanation,Yes,No
1140570,Student loan,Non-federal student loan,Can't repay my loan,,PA,15237,Web,12/03/2014,12/03/2014,PNC Bank,Closed,Yes,No
1140558,Student loan,Non-federal student loan,Can't repay my loan,,CA,94114,Web,12/03/2014,12/03/2014,AES/PHEAA,Closed with non-monetary relief,Yes,No
1139104,Student loan,Non-federal student loan,Can't repay my loan,,TX,78249,Web,12/02/2014,12/18/2014,Access Group,Closed with explanation,Yes,Yes
1138972,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,07444,Web,12/02/2014,12/02/2014,Navient,Closed with explanation,Yes,Yes
1138976,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,34690,Web,12/02/2014,12/02/2014,Sallie Mae,Closed with explanation,Yes,No
1138906,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,28334,Web,12/02/2014,12/02/2014,Sallie Mae,Closed with explanation,Yes,No
1138858,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37055,Postal mail,12/02/2014,12/05/2014,Allied Interstate LLC,Closed with non-monetary relief,Yes,No
1138247,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WI,53072,Web,12/02/2014,12/02/2014,Discover,Closed with explanation,Yes,Yes
1138265,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90035,Phone,12/02/2014,12/03/2014,Access Group,Closed with explanation,Yes,Yes
1140547,Student loan,Non-federal student loan,Can't repay my loan,,NJ,07801,Web,12/02/2014,12/03/2014,Navient,Closed with explanation,Yes,No
1140515,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,43235,Web,12/02/2014,12/03/2014,Sallie Mae,Closed with non-monetary relief,Yes,No
1140512,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,94065,Web,12/02/2014,12/08/2014,"ECMC Group, Inc.",Closed with explanation,Yes,No
1140493,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80241,Web,12/02/2014,12/03/2014,Citibank,Closed with explanation,Yes,No
1140484,Student loan,Non-federal student loan,Getting a loan,,MA,02052,Web,12/02/2014,12/03/2014,Navient,Closed with explanation,Yes,No
1140443,Student loan,Non-federal student loan,Can't repay my loan,,NC,28212,Web,12/02/2014,12/08/2014,Navient,Closed with explanation,Yes,No
1140442,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48306,Web,12/02/2014,12/03/2014,Navient,Closed with explanation,Yes,No
1140432,Student loan,Non-federal student loan,Can't repay my loan,,MN,55408,Referral,12/02/2014,12/05/2014,Navient,Closed with explanation,Yes,No
1138505,Student loan,Non-federal student loan,Can't repay my loan,,IA,50317,Web,12/02/2014,12/02/2014,Navient,Closed with explanation,Yes,No
1138745,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OR,97232,Web,12/02/2014,12/05/2014,Navient,Closed with explanation,Yes,Yes
1140193,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OK,73142,Web,12/02/2014,12/03/2014,AES/PHEAA,Closed with explanation,Yes,No
1139740,Student loan,Non-federal student loan,Can't repay my loan,,PA,16323,Web,12/02/2014,12/02/2014,PNC Bank,Closed with explanation,Yes,No
1139493,Student loan,Non-federal student loan,Can't repay my loan,,GA,30813,Web,12/02/2014,12/02/2014,JPMorgan Chase,Closed with explanation,Yes,No
1136300,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20603,Web,12/01/2014,12/05/2014,Navient,Closed with explanation,Yes,No
1136278,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33177,Web,12/01/2014,12/01/2014,Navient,Closed with explanation,Yes,Yes
1136239,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10304,Web,12/01/2014,12/01/2014,Rhode Island Student Loan Authority,Closed with explanation,Yes,Yes
1137527,Student loan,Non-federal student loan,Can't repay my loan,,NJ,07960,Web,12/01/2014,12/05/2014,Higher Education Student Assistance Authority (HESAA),Closed with explanation,Yes,Yes
1137392,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,08844,Web,12/01/2014,12/01/2014,Sallie Mae,Closed with non-monetary relief,Yes,No
1137382,Student loan,Non-federal student loan,Can't repay my loan,,TX,75244,Web,12/01/2014,12/01/2014,Navient,Closed with explanation,Yes,Yes
1137259,Student loan,Non-federal student loan,Can't repay my loan,,ID,83871,Postal mail,12/01/2014,01/07/2015,South Carolina Student Loan,Closed with explanation,Yes,No
1137161,Student loan,Non-federal student loan,Can't repay my loan,,CA,94109,Web,12/01/2014,12/01/2014,Navient,Closed with explanation,Yes,No
1136900,Student loan,Non-federal student loan,Can't repay my loan,,NY,11776,Web,12/01/2014,12/01/2014,Navient,Closed with monetary relief,Yes,
1136851,Student loan,Non-federal student loan,Can't repay my loan,,PA,18301,Web,12/01/2014,12/01/2014,Navient,Closed with explanation,Yes,No
1136795,Student loan,Non-federal student loan,Can't repay my loan,,FL,34234,Web,12/01/2014,12/01/2014,AES/PHEAA,Closed with explanation,Yes,No
1136568,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,14608,Web,12/01/2014,12/01/2014,Navient,Closed with explanation,Yes,Yes
1138534,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,11756,Web,12/01/2014,12/05/2014,KeyBank NA,Closed with explanation,Yes,No
1138517,Student loan,Non-federal student loan,Can't repay my loan,,PA,18452,Web,12/01/2014,12/02/2014,AES/PHEAA,Closed with explanation,Yes,No
1138454,Student loan,Non-federal student loan,Can't repay my loan,,NJ,08050,Web,12/01/2014,12/02/2014,JPMorgan Chase,Closed with explanation,Yes,No
1138437,Student loan,Non-federal student loan,Can't repay my loan,,NJ,08618,Web,12/01/2014,12/02/2014,Navient,Closed with explanation,Yes,Yes
1137772,Student loan,Non-federal student loan,Can't repay my loan,,FL,32824,Web,12/01/2014,12/01/2014,PNC Bank,Closed with explanation,Yes,No
1137751,Student loan,Non-federal student loan,Can't repay my loan,,CA,90066,Web,12/01/2014,12/01/2014,Navient,Closed with explanation,Yes,Yes
1137542,Student loan,Non-federal student loan,Can't repay my loan,,OH,43044,Web,12/01/2014,12/05/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,Yes
1136058,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80031,Web,11/30/2014,11/30/2014,JPMorgan Chase,Closed with explanation,Yes,No
1135962,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,77449,Web,11/30/2014,11/30/2014,Wells Fargo,Closed with explanation,Yes,No
1136048,Student loan,Non-federal student loan,Can't repay my loan,,MI,49343,Web,11/30/2014,11/30/2014,Navient,Closed with explanation,Yes,No
1135807,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48126,Web,11/29/2014,11/29/2014,Genesis Lending,Closed with explanation,Yes,No
1135780,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NE,68124,Web,11/29/2014,12/15/2014,Transworld Systems Inc.,Closed with explanation,Yes,No
1135814,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60451,Web,11/29/2014,11/29/2014,Navient,Closed with explanation,Yes,No
1135784,Student loan,Non-federal student loan,Can't repay my loan,,CA,95678,Web,11/29/2014,11/29/2014,Navient,Closed with explanation,Yes,
1135272,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MO,64116,Web,11/28/2014,11/28/2014,Iowa Student Loan,Closed with explanation,Yes,No
1135357,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48201,Web,11/28/2014,12/01/2014,"SIMM Associates, Inc.",Closed with explanation,Yes,No
1132466,Student loan,Non-federal student loan,Can't repay my loan,,CA,90035,Phone,11/26/2014,01/07/2015,Kentucky Higher Education Assistance Authority,Closed with explanation,Yes,Yes
1134458,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AP,96266,Web,11/26/2014,11/27/2014,Navient,Closed with monetary relief,Yes,No
1134447,Student loan,Non-federal student loan,Can't repay my loan,,TN,38111,Web,11/26/2014,12/15/2014,Transworld Systems Inc.,Closed with explanation,Yes,No
1133985,Student loan,Non-federal student loan,Can't repay my loan,,KY,40220,Web,11/26/2014,11/26/2014,Sallie Mae,Closed with explanation,Yes,No
1133901,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19127,Web,11/26/2014,11/26/2014,Sallie Mae,Closed with non-monetary relief,Yes,No
1133865,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,34609,Web,11/26/2014,12/01/2014,Genesis Lending,Closed with explanation,Yes,No
1133557,Student loan,Non-federal student loan,Can't repay my loan,,MO,64053,Web,11/26/2014,11/26/2014,Navient,Closed with explanation,Yes,No
1133536,Student loan,Non-federal student loan,Can't repay my loan,,NY,13601,Web,11/26/2014,11/26/2014,Genesis Lending,Closed with explanation,Yes,No
1133527,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48813,Web,11/26/2014,12/01/2014,Alpha Recovery Corp,Closed with explanation,Yes,No
1133477,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10024,Web,11/26/2014,12/03/2014,Great Lakes,Closed with explanation,Yes,No
1133337,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49770,Web,11/26/2014,11/26/2014,Discover,Closed with explanation,Yes,No
1133187,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90405,Web,11/26/2014,12/03/2014,AES/PHEAA,Closed with explanation,Yes,No
1132961,Student loan,Non-federal student loan,Can't repay my loan,,IL,60619,Postal mail,11/26/2014,12/03/2014,"Weltman, Weinberg & Reis",Closed with explanation,Yes,No
1132935,Student loan,Non-federal student loan,Can't repay my loan,,MI,48038,Web,11/26/2014,11/26/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,No
1132929,Student loan,Non-federal student loan,Can't repay my loan,,MA,01843,Web,11/26/2014,11/26/2014,Navient,Closed with monetary relief,Yes,No
1132465,Student loan,Non-federal student loan,Getting a loan,,CA,90035,Phone,11/26/2014,12/01/2014,ACS Education Services,Closed with explanation,Yes,Yes
